"Zone";"Date";"Region";"Prov";"nMortal";"nGraveInj";"nMinorInj";"nInv";"nPedest";"nBikes";"nMotor";"Vel";"Escaped";"Weather";"TrafficInf";"WeatherInf";"LightInf";"VisionInf";"Intersect";"Surface";"DayGroup";"HourGroup";"AccType"
"Urban";2010-04-28;"Barcelones";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-06-25;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;0;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2010-04-23;"Tarragones";"Tarragona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Road";2010-03-22;"Bages";"Barcelona";1;0;1;3;0;0;3;"100";"No";"WeakRain";"No";"No";"No";"No";"InSection";"Wet";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-12-12;"Maresme";"Barcelona";0;1;2;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Urban";2010-08-05;"Anoia";"Barcelona";0;1;0;2;0;0;2;"50";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-04-27;"Garraf";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-01-15;"Ribera d'Ebre";"Tarragona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Urban";2010-04-02;"Baix Penedes";"Tarragona";0;1;1;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Urban";2010-07-27;"Garrotxa";"Girona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2010-07-17;"Alt Emporda";"Girona";0;1;1;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Wet";"Weekend";"Afternoon";"Other"
"Road";2010-05-04;"Montsia";"Tarragona";0;1;1;3;2;0;1;"100";"No";"WeakRain";"No";"No";"No";"No";"Arriving";"Wet";"Weekday";"Afternoon";"RunOver"
"Urban";2010-01-24;"Barcelones";"Barcelona";1;0;1;2;1;0;1;"30";"No";"WeakRain";"No";"No";"No";"Yes";"InSection";"Wet";"Weekend";"Afternoon";"RunOver"
"Urban";2010-05-09;"Baix Penedes";"Tarragona";0;1;0;2;1;0;1;"50";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekend";"Morning";"RunOver"
"Urban";2010-08-19;"Girones";"Girona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-12-13;"Barcelones";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-11-12;"Girones";"Girona";0;1;1;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"NARoadExit"
"Urban";2010-04-22;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-08-19;"Selva";"Girona";0;1;0;1;0;0;1;"30";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Rollover"
"Road";2010-09-20;"Noguera";"Lleida";1;1;1;2;0;0;2;"100";"No";"WeakRain";"No";"Yes";"No";"No";"InSection";"Wet";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-12-19;"Alt Urgell";"Lleida";1;3;0;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-02-23;"Bages";"Barcelona";1;0;1;4;1;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2010-10-19;"Barcelones";"Barcelona";0;1;0;3;0;0;3;"100";"Yes";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-03-21;"Alt Penedes";"Barcelona";0;1;2;2;0;0;2;"50";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-02-28;"Tarragones";"Tarragona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekend";"Afternoon";"Rollover"
"Road";2010-10-06;"Baix Ebre";"Tarragona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"Yes";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-08-28;"Valles Oriental";"Barcelona";0;1;5;6;0;0;6;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-10-25;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"60";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-06-16;"Alt Penedes";"Barcelona";0;3;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-01-31;"Bages";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Road";2010-08-03;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"120";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"VehicleHitObstacle"
"Road";2010-12-22;"Maresme";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-09-18;"Maresme";"Barcelona";0;1;0;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Urban";2010-10-19;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-04-27;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-04-08;"Segria";"Lleida";0;2;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-02-09;"Girones";"Girona";1;0;0;2;1;0;1;"60";"No";"Good";"No";"Yes";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2010-06-21;"Valles Occidental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2010-08-29;"Baix Llobregat";"Barcelona";0;1;1;2;0;0;2;"70";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Urban";2010-04-28;"Valles Occidental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-04-09;"Maresme";"Barcelona";0;1;0;1;0;0;1;"50";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekday";"Afternoon";"VehicleHitObstacle"
"Urban";2010-03-24;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2010-03-30;"Osona";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2010-04-25;"Valles Oriental";"Barcelona";1;1;2;3;0;0;3;"100";"No";"Good";"No";"No";"No";"Yes";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-09-12;"Alt Emporda";"Girona";0;1;0;1;0;0;1;"80";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Road";2010-05-17;"Ripolles";"Girona";0;1;0;3;0;0;3;"40";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-10-03;"Alt Emporda";"Girona";0;1;5;4;0;0;4;"80";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-12-26;"Valles Oriental";"Barcelona";0;1;0;1;0;0;0;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Rollover"
"Urban";2010-04-02;"Barcelones";"Barcelona";1;0;0;2;1;0;1;"100";"No";"Good";"Yes";"No";"No";"Yes";"InSection";"Dry&Clean";"Weekday";"Night";"RunOver"
"Urban";2010-03-08;"Alt Penedes";"Barcelona";0;1;1;3;2;0;1;"UnknownVel";"No";"Snow";"No";"No";"No";"No";"Inside";"Snowy";"Weekday";"Afternoon";"RunOver"
"Urban";2010-11-25;"Barcelones";"Barcelona";0;1;1;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-12-26;"Baix Emporda";"Girona";0;2;1;2;0;0;2;"60";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Urban";2010-11-18;"Baix Ebre";"Tarragona";0;2;1;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-10-06;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-08-02;"Maresme";"Barcelona";0;1;0;2;0;0;2;"50";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-05-12;"Bages";"Barcelona";0;1;0;2;0;0;2;"100";"No";"WeakRain";"No";"No";"No";"No";"InSection";"Wet";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-11-25;"Girones";"Girona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-11-20;"Osona";"Barcelona";0;1;0;2;0;0;2;"70";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Road";2010-02-04;"Selva";"Girona";0;1;1;2;0;0;2;"60";"No";"WeakRain";"No";"No";"No";"No";"InSection";"Wet";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-04-30;"Tarragones";"Tarragona";0;1;4;2;0;0;2;"60";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-05-07;"Tarragones";"Tarragona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-08-18;"Tarragones";"Tarragona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-04-02;"Selva";"Girona";0;3;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-06-24;"Barcelones";"Barcelona";0;1;5;2;0;0;2;"100";"No";"Good";"No";"No";"No";"Yes";"Inside";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Urban";2010-12-11;"Girones";"Girona";0;1;0;2;1;0;1;"30";"No";"Good";"No";"No";"No";"Yes";"InSection";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Road";2010-12-15;"Baix Penedes";"Tarragona";0;1;0;2;0;0;2;"50";"No";"Good";"No";"No";"No";"Yes";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-12-23;"Valles Oriental";"Barcelona";0;2;0;2;0;0;2;"60";"No";"Good";"Yes";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-04-04;"Baix Emporda";"Girona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-09-10;"Alt Emporda";"Girona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2010-08-25;"Baix Emporda";"Girona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-10-19;"Barcelones";"Barcelona";0;1;2;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2010-08-27;"Tarragones";"Tarragona";0;1;1;2;0;0;2;"UnknownVel";"UnknownEscaped";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-05-23;"Baix Camp";"Tarragona";0;1;1;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-02-28;"Montsia";"Tarragona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Road";2010-06-12;"Baix Ebre";"Tarragona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"Yes";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-01-20;"Garraf";"Barcelona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-10-30;"Pallars Sobira";"Lleida";0;1;1;2;0;0;2;"70";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-02-19;"Baix Ebre";"Tarragona";0;1;2;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Urban";2010-10-09;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Road";2010-02-18;"Maresme";"Barcelona";0;1;0;2;1;0;1;"50";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2010-06-25;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"RunOver"
"Road";2010-06-11;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Wet";"Weekend";"Afternoon";"Rollover"
"Urban";2010-03-04;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"VehicleHitObstacle"
"Urban";2010-04-22;"Valles Oriental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2010-10-26;"Alt Emporda";"Girona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2010-02-24;"Bages";"Barcelona";1;0;4;4;0;0;4;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-06-06;"Alt Urgell";"Lleida";0;1;2;3;0;0;3;"100";"No";"WeakRain";"No";"No";"No";"No";"InSection";"Wet";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-07-25;"Noguera";"Lleida";0;1;4;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-06-27;"Ripolles";"Girona";1;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"VehicleHitObstacle"
"Urban";2010-09-08;"Valles Occidental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2010-08-06;"Barcelones";"Barcelona";0;1;1;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Road";2010-06-09;"Baix Llobregat";"Barcelona";0;1;2;2;0;0;2;"100";"No";"WeakRain";"No";"No";"No";"No";"InSection";"Wet";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-09-09;"Girones";"Girona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-10-29;"Girones";"Girona";0;2;3;4;0;0;4;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-03-27;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-03-14;"Maresme";"Barcelona";0;1;1;1;0;0;1;"100";"No";"Good";"Yes";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Rollover"
"Urban";2010-02-17;"Alt Emporda";"Girona";1;0;0;2;1;0;1;"40";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2010-02-21;"Alt Emporda";"Girona";0;1;0;4;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"RunOver"
"Road";2010-12-17;"Maresme";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-07-25;"Baix Emporda";"Girona";2;0;1;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Road";2010-04-13;"Conca de Barbera";"Tarragona";1;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"VehicleHitObstacle"
"Urban";2010-04-28;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"60";"No";"Good";"Yes";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"VehicleHitObstacle"
"Urban";2010-02-10;"Garraf";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2010-07-29;"Baix Emporda";"Girona";1;0;0;2;0;0;2;"30";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-03-26;"Maresme";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-11-17;"Baix Ebre";"Tarragona";0;1;2;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"NARoadExit"
"Road";2010-09-04;"Segria";"Lleida";1;0;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"RunOver"
"Urban";2010-10-04;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2010-04-30;"Bergueda";"Barcelona";0;2;2;2;0;0;2;"60";"No";"WeakRain";"No";"No";"No";"No";"InSection";"Wet";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2010-10-29;"Tarragones";"Tarragona";1;0;0;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-10-05;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"Yes";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-03-13;"Alt Penedes";"Barcelona";0;1;1;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-12-17;"Tarragones";"Tarragona";0;1;0;2;0;0;2;"60";"UnknownEscaped";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-11-11;"Barcelones";"Barcelona";1;0;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2010-03-18;"Baix Llobregat";"Barcelona";0;2;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-03-16;"Segria";"Lleida";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2010-08-22;"Solsones";"Lleida";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Urban";2010-02-01;"Garrotxa";"Girona";0;2;0;3;2;0;1;"20";"No";"Good";"No";"No";"No";"No";"Inside";"Slippery";"Weekday";"Afternoon";"RunOver"
"Road";2010-03-02;"Alt Urgell";"Lleida";0;1;1;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-05-25;"Barcelones";"Barcelona";1;0;1;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2010-11-19;"Valles Occidental";"Barcelona";1;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-07-29;"Valles Occidental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"StrongRain";"No";"Yes";"No";"No";"InSection";"Wet";"Weekday";"Afternoon";"RunOver"
"Urban";2010-09-30;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-08-28;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2010-04-07;"Baix Camp";"Tarragona";3;0;0;4;0;3;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-01-05;"Bages";"Barcelona";0;1;0;2;0;0;2;"30";"No";"Good";"No";"Yes";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2010-02-25;"Maresme";"Barcelona";0;1;0;2;1;0;1;"30";"UnknownEscaped";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2010-08-13;"Barcelones";"Barcelona";1;0;0;2;1;0;0;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Urban";2010-12-10;"Tarragones";"Tarragona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2010-05-22;"Garraf";"Barcelona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"VehicleHitObstacle"
"Urban";2010-02-18;"Ripolles";"Girona";1;0;0;2;1;0;1;"50";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2010-08-09;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2010-07-18;"Tarragones";"Tarragona";0;1;1;4;0;4;0;"30";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Rollover"
"Urban";2010-12-31;"Valles Occidental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"WeakRain";"No";"No";"No";"No";"InSection";"Wet";"Weekday";"Night";"RunOver"
"Urban";2010-02-18;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"Yes";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
