"Zone","Date","Region","Prov","nMortal","nGraveInj","nMinorInj","nInvolv","nPedest","nBikes","nMotor","Vel","Escaped","Weather","TrafficInf","WeatherInf","LightInf","VisionInf","Intersect","Surface","DayGroup","HourGroup","AccType"
"Road",2010-03-14,"Osona","Barcelona",1,0,1,3,1,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2010-06-23,"Maresme","Barcelona",0,1,0,2,0,0,2,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-06-07,"VOriental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2010-11-17,"BEmporda","Girona",1,0,1,2,0,0,2,"100","No","Good","No","Yes","Yes","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-01-10,"AEmporda","Girona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","Other"
"Road",2010-05-13,"Ugerll","Lleida",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-12-12,"VOccidental","Barcelona",1,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitObstacle"
"Road",2010-09-14,"Bages","Barcelona",0,1,0,2,0,1,1,"100","No","Good","No","No","Yes","Yes","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-03-24,"VOriental","Barcelona",0,1,0,2,0,1,1,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-11-24,"Barcelones","Barcelona",1,1,0,2,1,0,1,"30","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-05-17,"Anoia","Barcelona",0,1,0,2,0,0,2,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","Rollover"
"Urban",2010-02-09,"Barcelones","Barcelona",1,0,0,2,1,0,1,"100","No","Good","Yes","No","No","No","Inside","Wet","Weekday","Afternoon","RunOver"
"Road",2010-03-31,"AUrgell","Lleida",0,1,3,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Urban",2010-06-28,"BEbre","Tarragona",0,1,0,2,0,1,1,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-07-04,"Acamp","Tarragona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2010-11-25,"BCamp","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-04-29,"VOriental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","Yes","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2010-06-26,"Tarragones","Tarragona",0,1,3,1,0,0,1,"100","No","Good","No","No","No","No","Arriving","Flooded","Weekend","Afternoon","NARoadExit"
"Road",2010-12-31,"VOccidental","Barcelona",0,1,1,3,0,0,3,"80","No","Good","No","Yes","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Road",2010-06-22,"AEmporda","Girona",0,2,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-05-25,"BEbre","Tarragona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-08-25,"Barcelones","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","Rollover"
"Road",2010-07-02,"VOriental","Barcelona",0,1,0,1,1,0,0,"100","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2010-08-05,"Barcelones","Barcelona",0,1,0,2,0,0,2,"30","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","Rollover"
"Road",2010-12-29,"VOccidental","Barcelona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-06-12,"Tarragones","Tarragona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","NARoadExit"
"Road",2010-07-10,"Acamp","Tarragona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Road",2010-11-08,"Segria","Lleida",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-02-08,"Bages","Barcelona",0,1,0,4,1,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2010-12-04,"Montsia","Tarragona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","Yes","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Urban",2010-04-07,"Maresme","Barcelona",0,1,0,3,2,1,0,"30","No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-07-23,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-10-23,"Acamp","Tarragona",1,0,1,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","NARoadExit"
"Urban",2010-02-11,"Barcelones","Barcelona",0,2,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2010-11-05,"VOccidental","Barcelona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2010-01-20,"PUrgell","Lleida",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-08-28,"AEmporda","Girona",1,1,4,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2010-10-09,"VOriental","Barcelona",1,0,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-01-07,"VOccidental","Barcelona",0,1,1,2,0,0,2,"100","Yes","WeakRain","No","Yes","No","No","InSection","Wet","Weekday","Morning","HitVehicle/s"
"Urban",2010-04-28,"Barcelones","Barcelona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-06-25,"BLlobregat","Barcelona",0,1,0,2,1,0,0,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-04-23,"Tarragones","Tarragona",0,1,0,1,0,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Road",2010-03-22,"Bages","Barcelona",1,0,1,3,0,0,3,"100","No","WeakRain","No","No","No","No","InSection","Wet","Weekday","Afternoon","HitVehicle/s"
"Road",2010-12-12,"Maresme","Barcelona",0,1,2,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Urban",2010-08-05,"Anoia","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-04-27,"Garraf","Barcelona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-01-15,"Ribera","Tarragona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2010-04-02,"BPenedes","Tarragona",0,1,1,2,0,0,2,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Night","HitVehicle/s"
"Urban",2010-07-27,"Garrotxa","Girona",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2010-07-17,"AEmporda","Girona",0,1,1,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Wet","Weekend","Afternoon","Other"
"Road",2010-05-04,"Montsia","Tarragona",0,1,1,3,2,0,1,"100","No","WeakRain","No","No","No","No","Arriving","Wet","Weekday","Afternoon","RunOver"
"Urban",2010-01-24,"Barcelones","Barcelona",1,0,1,2,1,0,1,"30","No","WeakRain","No","No","No","Yes","InSection","Wet","Weekend","Afternoon","RunOver"
"Urban",2010-05-09,"BPenedes","Tarragona",0,1,0,2,1,0,1,"50","No","Good","No","No","No","NA","InSection","Dry&Clean","Weekend","Morning","RunOver"
"Urban",2010-08-19,"Girones","Girona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-12-13,"Barcelones","Barcelona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-11-12,"Girones","Girona",0,1,1,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Urban",2010-04-22,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-08-19,"Selva","Girona",0,1,0,1,0,0,1,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","Rollover"
"Road",2010-09-20,"Noguera","Lleida",1,1,1,2,0,0,2,"100","No","WeakRain","No","Yes","No","No","InSection","Wet","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-12-19,"AUrgell","Lleida",1,3,0,2,0,0,2,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2010-02-23,"Bages","Barcelona",1,0,1,4,1,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-10-19,"Barcelones","Barcelona",0,1,0,3,0,0,3,"100","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-03-21,"APenedes","Barcelona",0,1,2,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2010-02-28,"Tarragones","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Afternoon","Rollover"
"Road",2010-10-06,"BEbre","Tarragona",0,1,0,2,0,1,1,"100","No","Good","No","No","Yes","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-08-28,"VOriental","Barcelona",0,1,5,6,0,0,6,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-10-25,"VOriental","Barcelona",0,1,0,2,0,0,2,"60","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-06-16,"APenedes","Barcelona",0,3,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-01-31,"Bages","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2010-08-03,"BLlobregat","Barcelona",0,1,0,2,0,0,2,"120","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitObstacle"
"Road",2010-12-22,"Maresme","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-09-18,"Maresme","Barcelona",0,1,0,2,0,0,2,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Night","HitVehicle/s"
"Urban",2010-10-19,"VOriental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-04-27,"VOriental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-04-08,"Segria","Lleida",0,2,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-02-09,"Girones","Girona",1,0,0,2,1,0,1,"60","No","Good","No","Yes","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-06-21,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-08-29,"BLlobregat","Barcelona",0,1,1,2,0,0,2,"70","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Urban",2010-04-28,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-04-09,"Maresme","Barcelona",0,1,0,1,0,0,1,"50","No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Urban",2010-03-24,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-03-30,"Osona","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2010-04-25,"VOriental","Barcelona",1,1,2,3,0,0,3,"100","No","Good","No","No","No","Yes","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-09-12,"AEmporda","Girona",0,1,0,1,0,0,1,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Road",2010-05-17,"Ripolles","Girona",0,1,0,3,0,0,3,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-10-03,"AEmporda","Girona",0,1,5,4,0,0,4,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2010-12-26,"VOriental","Barcelona",0,1,0,1,0,0,0,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","Rollover"
"Urban",2010-04-02,"Barcelones","Barcelona",1,0,0,2,1,0,1,"100","No","Good","Yes","No","No","Yes","InSection","Dry&Clean","Weekday","Night","RunOver"
"Urban",2010-03-08,"APenedes","Barcelona",0,1,1,3,2,0,1,NA,"No","Snow","No","No","No","No","Inside","Snowy","Weekday","Afternoon","RunOver"
"Urban",2010-11-25,"Barcelones","Barcelona",0,1,1,3,0,0,3,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-12-26,"BEmporda","Girona",0,2,1,2,0,0,2,"60","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Urban",2010-11-18,"BEbre","Tarragona",0,2,1,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-10-06,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-08-02,"Maresme","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-05-12,"Bages","Barcelona",0,1,0,2,0,0,2,"100","No","WeakRain","No","No","No","No","InSection","Wet","Weekday","Morning","HitVehicle/s"
"Urban",2010-11-25,"Girones","Girona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-11-20,"Osona","Barcelona",0,1,0,2,0,0,2,"70","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Road",2010-02-04,"Selva","Girona",0,1,1,2,0,0,2,"60","No","WeakRain","No","No","No","No","InSection","Wet","Weekday","Afternoon","HitVehicle/s"
"Road",2010-04-30,"Tarragones","Tarragona",0,1,4,2,0,0,2,"60","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-05-07,"Tarragones","Tarragona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-08-18,"Tarragones","Tarragona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-04-02,"Selva","Girona",0,3,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-06-24,"Barcelones","Barcelona",0,1,5,2,0,0,2,"100","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2010-12-11,"Girones","Girona",0,1,0,2,1,0,1,"30","No","Good","No","No","No","Yes","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2010-12-15,"BPenedes","Tarragona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-12-23,"VOriental","Barcelona",0,2,0,2,0,0,2,"60","No","Good","Yes","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-04-04,"BEmporda","Girona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2010-09-10,"AEmporda","Girona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2010-08-25,"BEmporda","Girona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-10-19,"Barcelones","Barcelona",0,1,2,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-08-27,"Tarragones","Tarragona",0,1,1,2,0,0,2,NA,"NA","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-05-23,"BCamp","Tarragona",0,1,1,2,0,0,2,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2010-02-28,"Montsia","Tarragona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Road",2010-06-12,"BEbre","Tarragona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","Yes","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2010-01-20,"Garraf","Barcelona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-10-30,"PSobira","Lleida",0,1,1,2,0,0,2,"70","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2010-02-19,"BEbre","Tarragona",0,1,2,2,1,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2010-10-09,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2010-02-18,"Maresme","Barcelona",0,1,0,2,1,0,1,"50","No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-06-25,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","RunOver"
"Road",2010-06-11,"VOriental","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","NA","InSection","Wet","Weekend","Afternoon","Rollover"
"Urban",2010-03-04,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Urban",2010-04-22,"VOriental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-10-26,"AEmporda","Girona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2010-02-24,"Bages","Barcelona",1,0,4,4,0,0,4,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-06-06,"AUrgell","Lleida",0,1,2,3,0,0,3,"100","No","WeakRain","No","No","No","No","InSection","Wet","Weekend","Morning","HitVehicle/s"
"Road",2010-07-25,"Noguera","Lleida",0,1,4,2,0,0,2,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-06-27,"Ripolles","Girona",1,1,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitObstacle"
"Urban",2010-09-08,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-08-06,"Barcelones","Barcelona",0,1,1,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2010-06-09,"BLlobregat","Barcelona",0,1,2,2,0,0,2,"100","No","WeakRain","No","No","No","No","InSection","Wet","Weekday","Afternoon","HitVehicle/s"
"Road",2010-09-09,"Girones","Girona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-10-29,"Girones","Girona",0,2,3,4,0,0,4,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-03-27,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-03-14,"Maresme","Barcelona",0,1,1,1,0,0,1,"100","No","Good","Yes","No","No","No","InSection","Dry&Clean","Weekend","Morning","Rollover"
"Urban",2010-02-17,"AEmporda","Girona",1,0,0,2,1,0,1,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2010-02-21,"AEmporda","Girona",0,1,0,4,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","RunOver"
"Road",2010-12-17,"Maresme","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-07-25,"BEmporda","Girona",2,0,1,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Road",2010-04-13,"Conca","Tarragona",1,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitObstacle"
"Urban",2010-04-28,"Barcelones","Barcelona",0,1,0,2,0,0,2,"60","No","Good","Yes","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Urban",2010-02-10,"Garraf","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-07-29,"BEmporda","Girona",1,0,0,2,0,0,2,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-03-26,"Maresme","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-11-17,"BEbre","Tarragona",0,1,2,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","NARoadExit"
"Road",2010-09-04,"Segria","Lleida",1,0,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","RunOver"
"Urban",2010-10-04,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2010-04-30,"Bergueda","Barcelona",0,2,2,2,0,0,2,"60","No","WeakRain","No","No","No","No","InSection","Wet","Weekday","Morning","HitVehicle/s"
"Road",2010-10-29,"Tarragones","Tarragona",1,0,0,2,0,0,2,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-10-05,"VOriental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-03-13,"APenedes","Barcelona",0,1,1,2,0,0,2,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2010-12-17,"Tarragones","Tarragona",0,1,0,2,0,0,2,"60","NA","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-11-11,"Barcelones","Barcelona",1,0,0,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-03-18,"BLlobregat","Barcelona",0,2,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-03-16,"Segria","Lleida",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2010-08-22,"Solsones","Lleida",0,1,0,1,0,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Urban",2010-02-01,"Garrotxa","Girona",0,2,0,3,2,0,1,"20","No","Good","No","No","No","No","Inside","Slippery","Weekday","Afternoon","RunOver"
"Road",2010-03-02,"AUrgell","Lleida",0,1,1,2,0,0,2,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-05-25,"Barcelones","Barcelona",1,0,1,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-11-19,"VOccidental","Barcelona",1,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2010-07-29,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","StrongRain","No","Yes","No","No","InSection","Wet","Weekday","Afternoon","RunOver"
"Urban",2010-09-30,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-08-28,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-04-07,"BCamp","Tarragona",3,0,0,4,0,3,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
